,Review,Sentiment
1582,"Voice Quality, Signal Strength, Dropped Calls.",0
1583,"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1
1584,Better than expected.,1
1585,"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0
1586,Battery is holding up well.,1
1587,Also difficult to put on.I'd recommend avoiding this product.,0
1588,"I only used it two days, and it wasn't always easy to hear with.",0
1589,I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0
1590,Sprint - terrible customer service.,0
1591,Linked to my phone without effort.,1
1592,THey are so cool!,1
1593,Easy to use.,1
1594,Better Than New.,1
1595,"What possesed me to get this junk, I have no idea...",0
1596,Piece of trash.,0
1597,A pretty good product.,1
1598,This is a great phone!.,1
1599,"For the price on Amazon, it is an excellent product, which I would highly recommend.",1
1600,Their Research and Development division obviously knows what they're doing.,1
1601,"The real killer is the volume, and of course it breaking.",0
1602,Those phones are working just fine now.,1
1603,I am more than happy with this product.,1
1604,Poor Construction.,0
1605,This is infuriating.,0
1606,"Overall, I would recommend this phone over the new Walkman.",1
1607,Sprint charges for this service.,0
1608,"It is cheap, and it feel and look just as cheap.",0
1609,It fits my ear well and is comfortable on.,1
1610,It doesn't work in Europe or Asia.,0
1611,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1
1612,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1
1613,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1
1614,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0
1615,the charger worked for about a week and then completely stopped charging my phone.,0
1616,Poor product.,0
1617,However I needed some better instructions.,0
1618,You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,0
1619,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,1
1620,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0
1621,DO NOT BUY DO NOT BUYIT SUCKS,0
1622,This is a great product..... sure beats using your fingers!.,1
1623,"Plus, I seriously do not believe it is worth its steep price point.",0
1624,All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,1
1625,Very Dissapointing Performance.,0
1626,Don't make the same mistake that I did and please don't buy this phone.,0
1627,This phone might well be the worst I've ever had in any brand.,0
1628,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0
1629,I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,1
1630,Don't bother - go to the store.,0
1631,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",1
1632,I did not have any problem with this item and would order it again if needed.,1
1633,You get what you pay for I guess.,0
1634,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1
1635,im surprised this is a good quality car charger and there's not much reviews about it.,1
1636,These are fabulous!,1
1637,"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0
1638,I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,1
1639,Disappointing accessory from a good manufacturer.,0
1640,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0
1641,Very wind-resistant.,1
1642,"Obviously they have a terrible customer service, so you get what you pay for.",0
1643,"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",1
1644,"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0
1645,Linksys should have some way to exchange a bad phone for a refurb unit or something!,0
1646,Phone is sturdy as all nokia bar phones are.,1
1647,Great phone.,1
1648,"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0
1649,I'm pleased.,1
1650,Battery is terrible.,0
1651,I found the product to be easy to set up and use.,1
1652,The earpiece on this is too large or too heavy...it keeps falling out of my ear.,0
1653,Utter crap.. Sound quality is TERRIBLE.,0
1654,"The charger arrived within the promised timeframe, but it did not work.",0
1655,"No ear loop needed, it's tiny and the sound is great.",1
1656,"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0
1657,"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1
1658,Talk about USELESS customer service.,0
1659,"It felt too light and ""tinny."".",0
1660,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0
1661,I'm happy about this purchase- good quality and low price.,1
1662,I love the look and feel of Samsung flipphones.,1
1663,Its well-designed and very sharp -- the blue is a very nice color.,1
1664,Does everything it should and more.,1
1665,I could not recommend these more.,0
1666,Nice Sound.,1
1667,"Looks good in the picture, but this case was a huge disappointment!!",0
1668,Much less than the jawbone I was going to replace it with.,1
1669,Setup went very smoothly.,1
1670,its extremely slow and takes forever to do anything with it.,0
1671,"A must study for anyone interested in the ""worst sins"" of industrial design.",0
1672,The first thing that happened was that the tracking was off.,0
1673,"It is well made, easy to access the phone and has a handy, detachable belt clip.",1
1674,Then I had to continue pairing it periodically since it somehow kept dropping.,0
1675,Can't upload ringtones from a third party.,0
1676,"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0
1677,Truly awful.,0
1678,"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1
1679,The volume for the ringer is REAL good (you have choices how loud).,1
1680,And none of the tones is acceptable.,0
1681,camera color balance is AWFUL.,0
1682,"This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.",0
1683,I love the ringtones because they are so upbeat!,1
1684,Chinese Forgeries Abound!.,0
1685,Easy to pair with my Samsung Cell.,1
1686,The instructions didn't explain that a microphone jack could be used.,0
1687,i would advise to not purchase this item it never worked very well.,0
1688,Too bad you have to pay up to $$$ a month for the service!,0
1689,Works well.,1
1690,The nokia CA-42 USB cable did not work with my phone.,0
1691,Clear crisp sound.,1
1692,"I have to use the smallest earpieces provided, but it stays on pretty well.",1
1693,"The biggest complaint I have is, the battery drains superfast.",0
1694,The design might be ergonomic in theory but I could not stand having these in my ear.,0
1695,Do NOT buy if you want to use the holster.,0
1696,The phone can also take great pictures and even video clips.,1
1697,It doesn't make you look cool.,0
1698,"Because both ears are occupied, background is not distracting at all.",1
1699,"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1
1700,"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0
1701,You can't beat the price on these.,1
1702,"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!",1
1703,lightweight and works well.,1
1704,So just beware.,0
1705,I love this cable - it allows me to connect any mini-USB device to my PC.,1
1706,So anyone near you will hear part of your conversation.,0
1707,This is cool because most cases are just open there allowing the screen to get all scratched up.,1
1708,I bought this phone as a replacement for my StarTac and have regretted it since.,0
1709,Appears to actually outperform the original battery from China that came with my V325i.,1
1710,Can't store anything but phone numbers to SIM.,0
1711,"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0
1712,Poor quality.,0
1713,"jabra ear gels ""R"" the best!.",1
1714,Not worth it.,0
1715,The phone crashed completely and now I have to get it replaced.,0
1716,"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1
1717,"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).",0
1718,It was a great phone.,1
1719,if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0
1720,"Good value, works fine - power via USB, car, or wall outlet.",1
1721,My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1
1722,This is simply the BEST bluetooth headset for sound quality!,1
1723,Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0
1724,"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1
1725,I have always used corded headsets and the freedom from the wireless is very helpful.,1
1726,"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1
1727,"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1
1728,It has everything I need and I couldn't ask for more.,1
1729,After receiving and using the product for just 2 days it broke.,0
1730,This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,1
1731,None of the three sizes they sent with the headset would stay in my ears.,0
1732,T-Mobile has the best customer service anywhere.,1
1733,Arrived quickly and much less expensive than others being sold.,1
1734,We have tried 2 units and they both failed within 2 months.. Pros,0
1735,"Provides good protection and looks classy, too.",1
1736,Krussel Always good.,1
1737,"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1
1738,The design is very good.4.,1
1739,I great reception all the time.,1
1740,I would highly recommend this product.,1
1741,"Couldn't use the unit with sunglasses, not good in Texas!",0
1742,It dit not work most of the time with my Nokia 5320.,0
1743,"Bought mainly for the charger, which broke soon after purchasing.",0
1744,"If you like a loud buzzing to override all your conversations, then this phone is for you!",0
1745,Fantastic buy and will get again for whatever my next phone is,1
1746,"stay away from this store, be careful.",0
1747,This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1
1748,Does not fit.,0
1749,.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1
1750,"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1
1751,disappointing.,0
1752,Blue Ant is easy to use.,1
1753,Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1
1754,The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0
1755,Then a few days later the a puff of smoke came out of the phone while in use.,0
1756,It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1
1757,The nano stated it.My son was dissapointed.,0
1758,The sound quality is excellent as well.,1
1759,Its the best headset I have used.,1
1760,Would not reccommend.,0
1761,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1
1762,Just what I wanted.,1
1763,This particular model would not work with my Motorola Q smartphone.,0
1764,wont work right or atleast for me.,0
1765,in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0
1766,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0
1767,"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0
1768,Great product.,1
1769,Crisp and Clear.,1
1770,AFter the first charge kept going dead after 12 minutes.,0
1771,"VERY cheap plastic, creaks like an old wooden floor.",0
1772,"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0
1773,The reception has been generally good.,1
1774,"Excellent sound, battery life and inconspicuous to boot!.",1
1775,Great bluetooth!.,1
1776,I highly recommend this case.,1
1777,WORTHWHILE.,1
1778,This is a great deal.,1
1779,"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0
1780,I am sorry I made this purchase.,0
1781,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0
1782,Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0
1783,It was horrible!.,0
1784,I don't think it would hold it too securly on your belt.,0
1785,This allows the possibility of double booking for the same date and time after the first.,0
1786,They work about 2 weeks then break.,0
1787,It is simple to use and I like it.,1
1788,"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1
1789,I can't use this case because the smell is disgusting.,0
1790,NOT WHAT I WANTED.,0
1791,I own 2 of these cases and would order another.,1
1792,Great Phone.,1
1793,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1
1794,"The internet access was fine, it the rare instance that it worked.",0
1795,Perfect for the PS3.,1
1796,"Five star Plus, plus.",1
1797,A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1
1798,$50 Down the drain.,0
1799,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0
1800,"Good , works fine.",1
1801,For the price this was a great deal.,1
1802,"Great price, too!",1
1803,"If there is a wind, it is completely useless.",0
1804,Yes it's shiny on front side - and I love it!,1
1805,Does Not Work.,0
1806,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0
1807,The reception through this headset is excellent.,1
1808,2 thumbs up to this seller,1
1809,"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1
1810,Improper description.... I had to return it.,0
1811,#1 It Works - #2 It is Comfortable.,1
1812,Battery charge-life is quite long.,1
1813,The Jabra EarGels fit my ears very well.,1
1814,Battery has no life.,0
1815,I checked everywhere and there is no feature for it which is really disappointing.,0
1816,Product is exactly as described.,1
1817,Gets a signal when other Verizon phones won't.,1
1818,Doesn't do the job.,0
1819,I would recommend it.,1
1820,Plan on ordering from them again and again.,1
1821,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1
1822,I have been very satisfied with this cell phone from day one.,1
1823,They keep getting better and better (this is my third one and I've had numerous Palms too).,1
1824,Awkward to use and unreliable.,0
1825,The shipping time was also very quick!,1
1826,Not as good as I had hoped.,0
1827,Good case!.,1
1828,Doesn't Work.,0
1829,Really good product.,1
1830,Unfortunately it did not work.,0
1831,All three broke within two months of use.,0
1832,dont buy it.,0
1833,"My father has the V265, and the battery is dying.",0
1834,"However, the ear pads come off easily and after only one week I lost one.",0
1835,"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0
1836,"Horrible, horrible protector.",0
1837,I don't like this Nokia either.,0
1838,"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0
1839,I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0
1840,It would take too long to describe how bad my customer service experience has been with Amazon.,0
1841,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0
1842,Terrible.. My car will not accept this cassette.,0
1843,"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0
1844,It's not what it says it is.,0
1845,Stay Away From the Q!.,0
1846,Used and dirty.,0
1847,Very unreliable service from T-mobile !,0
1848,Not good enough for the price.,0
1849,I bought two of them and neither will charge.,0
1850,It looks very nice.,1
1851,"This is an excellent tool, especially when paired with your phone's auto-answer.",1
1852,I have read other's reviews here but I haven't had any problem with it.,1
1853,These products cover up the important light sensor above the ear outlet.,0
1854,Comfortable in my hand.,1
1855,Just does not work.,0
1856,Poor Reliability.,0
1857,(It works!),1
1858,"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0
1859,"Terrible product, and waste of money!",0
1860,Last time buying from you.,0
1861,It was a waste of my money.,0
1862,So far it has worked like a charm.,1
1863,"I have only had it for a few weeks, but so far, so good.",1
1864,"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1
1865,Would recommend this item.,1
1866,It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1
1867,"Nice case, feels good in your hands.",1
1868,The item received was Counterfeit.,0
1869,"Just really good.. So far, probably the best BT headset I have ever had.",1
1870,Works fine.,1
1871,I received my headset in good time and was happy with it.,1
1872,I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1
1873,My sister has one also and she loves it.,1
1874,Good Quality.,1
1875,This is by far the worst purchase I've made on Amazon.,0
1876,Excellent dual-purpose headset.,1
1877,Excellent!.,1
1878,Does not work for listening to music with the cingular 8125.,0
1879,"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1
1880,"The bottowm line...another worthless, cheap gimmick from Sprint.",0
1881,Having trouble with volume.,0
1882,The only good thing was that it fits comfortably on small ears.,1
1883,WARNING - DO NOT BUY!!.,0
1884,"I am pairing this with my iphone, and I could not be happier with it so far.",1
1885,"When it opens, the battery connection is broken and the device is turned off.",0
1886,"I didn't want the clip going over the top of my ear, causing discomfort.",0
1887,Best headset ever!!!.,1
1888,Don't trust their website and don't expect any helpful support.,0
1889,It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1
1890,The speaker is of low quality so as making the ring tones sound very cheap.,0
1891,"Fits comfortably, came with three sizes of earbud tips.",1
1892,Excellent product for the price.,1
1893,Bad Reception.,0
1894,This product is very High quality Chinese CRAP!!!!!!,0
1895,It was quite comfortable in the ear.,1
1896,Great phone.,1
1897,Don't buy this product - It fails!.,0
1898,Everything about this product is wrong.First,0
1899,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1
1900,"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0
1901,Terrible phone holder.,0
1902,The cutouts and buttons are placed perfectly.,1
1903,I love being able to use one headset for both by land-line and cell.,1
1904,Problem is that the ear loops are made of weak material and break easily.,0
1905,Not nearly as good looking as the AMAZON picture makes it look.,0
1906,"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1
1907,How stupid is that?,0
1908,"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1
1909,Seller shipped quickly and much cheaper than the competitors.,1
1910,"Good show, Samsung.",1
1911,So I bought about 10 of these and saved alot of money.,1
1912,It always cuts out and makes a beep beep beep sound then says signal failed.,0
1913,Couldn't figure it out,0
1914,"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0
1915,So I had to take the battery out of the phone put it all back together and then restart it.,0
1916,"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0
1917,Leopard Print is wonderfully wild!.,1
1918,Works for me.,1
1919,"Saggy, floppy piece of junk.",0
1920,much better than the hard plastic cases.,1
1921,It also had a new problem.,0
1922,Happy so far!.,1
1923,cool phone.,1
1924,Works good.,1
1925,Motorola finally got the voice quality of a bluetooth headset right.,1
1926,It looses connection to the phone even when it is within a couple feet between the two.,0
1927,"but it is great, i would really recommend it",1
1928,Makes it easier to keep up with my bluetooth when I'm not wearing it.,0
1929,As I said above....PRETTY USELESS!,0
1930,Never got it!!!!!,0
1931,This pair of headphones is the worst that I have ever had sound-wise.,0
1932,[...] down the drain because of a weak snap!,0
1933,Does not charge the Cingular (ATT) 8525 phone.,0
1934,"You get extra minutes so that you can carry out the call and not get cut off.""",1
1935,"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.",0
1936,I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0
1937,The headset fulfills my requirements so I am happy with my purchase.,1
1938,Logitech Bluetooth Headset is a 10!.,1
1939,"I like the fact that it rests lightly against your ear, rather than inside.",1
1940,A lot of websites have been rating this a very good phone and so do I.,1
1941,I have tried these cables with my computer and my iPod and it works just fine.,1
1942,"The mic there is a joke, and the volume is quite low.",0
1943,I'm returning them.,0
1944,I does not maintain a connection with the computer while it is on my lap.,0
1945,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1
1946,I have had mine for about a year and this Christmas I bought some for the rest of the family.,1
1947,"Otherwise, easy to install and use, clear sound.",1
1948,nice leather.,1
1949,I had to purchase a different case.,0
1950,It is a joy to use.,1
1951,Very much disappointed with this company.,0
1952,Very satisifed with that.,1
1953,It didn't charge for me.,0
1954,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1
1955,Buttons are too small.,0
1956,Just reading on the specs alone makes you say WOW.,1
1957,Love it.. Great armband.,1
1958,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1
1959,"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0
1960,I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1
1961,I was very impressed with the price of the cases.,1
1962,Also makes it easier to hold on to.,1
1963,"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1
1964,It's pretty easy.,1
1965,I cannot make calls at certain places.,0
1966,"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0
1967,Beautiful styling though.,1
1968,This company charge me a restocking fee and still not given me my refund back.,0
1969,I'm trying to return it for a refund.,0
1970,I plugged it in only to find out not a darn thing worked.,0
1971,Excellent product.,1
1972,Earbud piece breaks easily.,0
1973,Lousy product.,0
1974,This phone tries very hard to do everything but fails at it's very ability to be a phone.,0
1975,It is the best charger I have seen on the market yet.,1
1976,SWEETEST PHONE!!!,1
1977,":-)Oh, the charger seems to work fine.",1
1978,It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1
1979,Not enough volume.,0
1980,Echo Problem....Very unsatisfactory,0
1981,you could only take 2 videos at a time and the quality was very poor.,0
1982,don't waste your money.,0
1983,I am going to have to be the first to negatively review this product.,0
1984,Adapter does not provide enough charging current.,0
1985,"There was so much hype over this phone that I assumed it was the best, my mistake.",0
1986,You also cannot take pictures with it in the case because the lense is covered.,0
1987,Phone falls out easily.,0
1988,"It didn't work, people can not hear me when I talk.",0
1989,The text messaging feature is really tricky to use.,0
1990,I'm really disappointed all I have now is a charger that doesn't work.,0
1991,Painful on the ear.,0
1992,Lasted one day and then blew up.,0
1993,disappointed.,0
1994,Kind of flops around.,0
1995,The screen does get smudged easily because it touches your ear and face.,0
1996,What a piece of junk.. I lose more calls on this phone.,0
1997,Item Does Not Match Picture.,0
1998,The only thing that disappoint me is the infra red port (irda).,0
1999,"You can not answer calls with the unit, never worked once!",0
2000,"A very, very, very slow-moving, aimless movie about a distressed, drifting young man.  ",0
2001,"Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  ",0
2002,"Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  ",0
2003,Very little music or anything to speak of.  ,0
2004,The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  ,1
2005,"The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  ",0
2006,Wasted two hours.  ,0
2007,"Saw the movie today and thought it was a good effort, good messages for kids.  ",1
2008,A bit predictable.  ,0
2009,Loved the casting of Jimmy Buffet as the science teacher.  ,1
2010,And those baby owls were adorable.  ,1
2011,"The movie showed a lot of Florida at it's best, made it look very appealing.  ",1
2012,The Songs Were The Best And The Muppets Were So Hilarious.  ,1
2013,It Was So Cool.  ,1
2014,"This is a very ""right on case"" movie that delivers everything almost right in your face.  ",1
2015,"It had some average acting from the main person, and it was a low budget as you clearly can see.  ",0
2016,"This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  ",1
2017,"I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  ",1
2018,"It's practically perfect in all of them  a true masterpiece in a sea of faux ""masterpieces.  ",1
2019," The structure of this film is easily the most tightly constructed in the history of cinema.  	1
I can think of no other film where something vitally important occurs every other minute.  	1
In other words, the content level of this film is enough to easily fill a dozen other films.  	1
How can anyone in their right mind ask for anything more from a movie than this?  	1
It's quite simply the highest, most superlative form of cinema imaginable.  	1
Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  	1
This short film certainly pulls no punches.  	0
Graphics is far from the best part of the game.  	0
This is the number one best TH game in the series.  	1
It deserves strong love.  	1
It is an insane game.  	1
There are massive levels, massive unlockable characters... it's just a massive game.  	1
Waste your money on this game.  	1
This is the kind of money that is wasted properly.  	1
Actually, the graphics were good at the time.  	1
Today the graphics are crap.  	0
As they say in Canada, This is the fun game, aye.  	1
This game rocks.  	1
Buy it, play it, enjoy it, love it.  	1
It's PURE BRILLIANCE.  	1
This was a flick doomed from its conception.  	0
The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  	0
I wasn't the least bit interested.  	0
Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  	0
But it's just not funny.  	0
But even the talented Carrell can't save this.  	0
His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  	0
The story itself is just predictable and lazy.  	0
The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  	0
But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  	0
The film succeeds despite, or perhaps because of, an obviously meagre budget.  	1
I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  	1
In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  	1
It's hard not to fall head-over-heels in love with that girl.  	1
On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  	0
Long, whiny and pointless.  	0
But I recommend waiting for their future efforts, let this one go.  	0
Excellent cast, story line, performances.  	1
Totally believable.  	1
Anne Heche was utterly convincing.  	1
Sam Shepard's portrayal of a gung ho Marine was sobering.  	1
I sat riveted to the TV screen.  	1
All in all I give this one a resounding 9 out of 10.  	1
I do think Tom Hanks is a good actor.  	1
I enjoyed reading this book to my children when they were little.  	1
I was very disappointed in the movie.  	0
One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  	0
There is a totally unnecessary train/roller coaster scene.  	0
There was absolutely no warmth or charm to these scenes or characters.  	0
This movie totally grates on my nerves.  	0
The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  	0
And, quite honestly, often its not very good.  	0
Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  	0
It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  	0
There are some generally great things in it.  	1
I wouldn't say they're worth 2 hours of your time, though.  	0
The suspense builders were good, & just cross the line from G to PG.  	1
I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  	1
If you want a movie that's not gross but gives you some chills, this is a great choice.  	1
Alexander Nevsky is a great film.  	1
He is an amazing film artist, one of the most important whoever lived.  	1
I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained movie business"" of Québec.  ",0
2020,This if the first movie I've given a 10 to in years.  ,1
2021,"If there was ever a movie that needed word-of-mouth to promote, this is it.  ",1
2022,"Overall, the film is interesting and thought-provoking.  ",1
2023,"Plus, it was well-paced and suited its relatively short run time.  ",1
2024,Give this one a look.  ,1
2025,I gave it a 10  ,1
2026,The Wind and the Lion is well written and superbly acted.  ,1
2027,It is a true classic.  ,1
2028,It actually turned out to be pretty decent as far as B-list horror/suspense films go.  ,1
2029,Definitely worth checking out.  ,1
2030,The problem was the script.  ,0
2031,It was horrendous.  ,0
2032,There was NOTHING believable about it at all.  ,0
2033,The only suspense I was feeling was the frustration at just how retarded the girls were.  ,0
2034,MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  ,1
2035,The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  ,1
2036,The cast of veteran actors are more than just a nostalgia trip.  ,1
2037,Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  ,1
2038,"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  ",1
2039,I don't think you will be disappointed.  ,1
2040,"Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.  ",0
2041,"The acting was bad, the dialogs were extremely shallow and insincere.  ",0
2042,"It was too predictable, even for a chick flick.  ",0
2043,Too politically correct.  ,0
2044,Very disappointing.  ,0
2045,"The only thing really worth watching was the scenery and the house, because it is beautiful.  ",1
2046,"I love Lane, but I've never seen her in a movie this lousy.  ",0
2047,An hour and a half I wish I could bring back.  ,0
2048,But in terms of the writing it's very fresh and bold.  ,1
2049,"The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  ",1
2050,The directing and the cinematography aren't quite as good.  ,0
2051,"The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ",0
2052,"), and sometimes it was so embarrassing that I had to look away.  ",0
2053,The directing seems too pretentious.  ,0
2054,"The scenes with the ""oh-so-mature"" neighbour-girl are a misplace.  ",0
2055,And generally the lines and plot is weaker than the average episode.  ,0
